Nr,sy,sm,monthWritten,sd,em,ed,date,date,ID,folio,Datierung ,,Empfaenger,Absender,type,theme,Quelle,,Antwort,Kommentar,Bürgermeisterfrage,,,,,,,,,,,,,,,,
94,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER85,[fol. 4v],,Vgl. 1449 Mai 17 BB 20/30r.,Nürnberg,,Antwort,,"Item ein antwurt von hern Heinrich, hern zu Plawen, sich mit seiner antzal zu uns zu fügen.",,,,,,,,,,,,,,,,,,,,94
95,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER86,[fol. 4v],,,Nürnberg,,Brief,,"Item ein brief von Windsh(eim), von der sach wegen in der nechsten manung zu hanndeln und den unsern gewalt gegeben.",,1449 Mai 25,,,,,,,,,,,,,,,,,,95
96,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER87,[fol. 4v],,Vgl. 1449 Mai 21 BB 20/33r-v.,Nürnberg,,Antwort,,"Item ein antwurt von unserm hern von Wirtzpurg, von etlicher gewerb und warnung wegen, sich darinn dannknemlich zu halten.",,,,,,,,,,,,,,,,,,,,96
97,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER88,[fol. 4v],,,Nürnberg,,Brief,,"Item ab eodem ein brief an B[erthold] Volkmer, von bestellung etlicher lut.",,,,,,,,,,,,,,,,,,,,97
98,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER89,[fol. 4v],,,Nürnberg,,Brief,,"Item ein brief von Hannsen Reichen zu Sultzpach, an Ulman Hegnein lautend, von der zugrif wegen, durch hern Burdian gescheen.",,,,,,,,,,,,,,,,,,,,98
99,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER90,[fol. 4v],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Conrat Groscher, von Hannsen Weissen wegen.",,1449 Mai 26,,,,,,,,,,,,,,,,,,99
100,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER91,[fol. 4v],,,Nürnberg,,Bittbrief,,"Item ein brief vom Zwiken, uns etlich leute mit wellisch(em) harnasch zu pringen, an B[ertold] Volkmer lutent.",,1449 um Mai 27 ,1449 um Mai 27 BB 20/36r (gestrichen); 1449 Mai 28 BB 20/43r.,,,,,,,,,,,,,,,,,100
101,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER92,[fol. 4v],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Weissenburg, Leben, irem juden, rechtens gen Lienhart Rumel zu helffen.",,,,,,,,,,,,,,,,,,,,101
102,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER93,[fol. 4v],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Aurbach, Hannsen Frannken, iren burger, und Peter Herchner, von etlicher brief wegen, gen einander anrurend.",,,,,,,,,,,,,,,,,,,,102
103,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,[fol. 5r],[fol. 5r],,,,,,,,,,,,,,,,,,,,,,,,,,,103
104,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER94,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief von H. S. an Ulrich Kragen lautende, von etlicher sachen und leuf wegen, den krieg anrurend.",,,,,,,,,,,,,,,,,,,,104
105,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER95,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief von Peter Hennykin, an Erhart Schurstab lautend, mit einer eingeslossen abschrift, sein vennknuß und schatzung anrurend.",,,,,,,,,,,,,,,,,,,,105
106,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER96,[fol. 5r],,,Nürnberg,,Brief,,"Item aber ein brief ab eodem, von herfart wegen hertzog Wilhelm, an Erhart Schurstab lautend.",,,,,,,,,,,,,,,,,,,,106
107,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER97,[fol. 5r],,,Nürnberg,,Antwort,,"Item ein antwurt von dem von Rosemberg in Behem, die zwitracht zwischen dem marggr(af), dem von Heidek und uns anrurend.",,,,,,,,,,,,,,,,,,,,107
108,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER98,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief von Hannsen Hesler, schultheiß, von Peter Lamprechts und etlicher ander leuft wegen, an B[ertold] Volkmern lautend.",,,,,,,,,,,,,,,,,,,,108
109,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER99,[fol. 5r],,,Nürnberg,,Bittbrief,,"Item ein betbrief von hertzog Heinrich von Beyrn, im zwen unser ratsfrunde zu dem tage zu Laugingen zu leihen.",,1449 Mai 30,,,,,,,,,,,,,,,,,,109
110,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER100,[fol. 5r],1449 Mai 23 ,,Nürnberg,,Antwort,,"Item ein antwurt von hern Mathes von Lazan, von sampnung wegen zu Behem.",,,,,,,,,,,,,,,,,,,,110
111,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER101,[fol. 5r],1449 Mai 23 ,,Nürnberg,,Antwort,,Item ein antwurt von Eger ad idem.,,,,,,,,,,,,,,,,,,,,111
112,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER102,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief von unserm hern von Wirtzpurg, Fritzen Stiglitzen antreffend.",,,,,,,,,,,,,,,,,,,,112
113,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER103,[fol. 5r],,,Nürnberg,,Antwort,,"Item ein antwurt von demselben unserm hern von Wirtzpurg mit eingeslossen abschrift, des marggraven gewerbe antreffend.",,Vielleicht 1449 Mai 30 BB 20/42v-43r.,,,,,,,,,,,,,,,,,,113
114,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER104,[fol. 5r],,,Nürnberg,,langer Brief,,"Item ein lannger brief von Hannsen Hesler, schultheiß, von etlicher briefe wegen, unserm hern von Wirtzpurg von Behm zugesandt, und dabei von marggraf Albrechts herfart wegen, an B[ertold] Volkmer lautend.",,,,,,,,,,,,,,,,,,,,114
115,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER105,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief, von Hannsen wegen von Seckend(orf), auch von der gewerbe wegen etc.",,1449 Mai 29,,,,,,,,,,,,,,,,,,115
116,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER106,[fol. 5r],,,Nürnberg,,Brief,,"Item brief von Hannsen Pogner, von etlichs außgebens wegen.",,,,,,,,,,,,,,,,,,,,116
117,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER107,[fol. 5r],,,Nürnberg,,Brief,,"Item ein brief von Heinrich von Schoppaw, Contzen Guldinmundel antreffend.",,1449 um Juni 7-9,1449 um Juni 7-9 BB 20/51v-52v (undatiert),,,,,,,,,,,,,,,,,117
118,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,[fol. 5v],[fol. 5v],,,,,,,,,,,,,,,,,,,,,,,,,,,118
119,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER108,[fol. 5v],,,Nürnberg,,Brief,,"Item ein brief von Windsheim, Gotzen Silbereysen und ander smyd anrurend.",,1449 Mai 31,,,,,,,,,,,,,,,,,,119
120,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER109,[fol. 5v],,,Nürnberg,,lateinischer Brief,,"Item ein lateinisch brief vom cardinal S(ancti) Angeli, tractat des frids etc. anrurend.",,,,,,,,,,,,,,,,,,,,120
121,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER110,[fol. 5v],,,Nürnberg,,Brief,,"Item ein brief vom rat zu Coburg, Lebhertzen und Hubnern, Hannsen Rater und Heintzen Örtel gen einander anrurend.",,,,,,,,,,,,,,,,,,,,121
122,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER111,[fol. 5v],1449 Mai 9,,Nürnberg,,Brief,,"Item ein lateinisch brief von hern Ulrichen vom Newenhaws, innhaltende, wie unserm potten unser brief, an [ihn] lautend, genommen sien, begernde, im meynbug derselben briefe von newes zu verschreiben.",,1449 Juni 3,,,,,,,,,,,,,,,,,,122
123,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER112,[fol. 5v],1449 Mai 9,,Nürnberg,,lateinische Antwort,,"Item ein lateinisch antwurt von hern Jacubko von Witzessowitz etc., von der zwitracht wegen, uns gen marggraf Albrecht anrurend.",,,,,,,,,,,,,,,,,,,,123
124,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER113,[fol. 5v],1449 Mai 26 ,,Nürnberg,,Antwort,,"Item ein antwurt von Oswalt Ötlinger, von bestellung etlicher leute, an Niclas Grieß lautende.",,,,,,,,,,,,,,,,,,,,124
125,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER114,[fol. 5v],,,Nürnberg,,Brief,,"Item ein abslag brief von hertzog Heinrich, uns sein rete auf den tage gen Bamberg zu leihen.",,,,,,,,,,,,,,,,,,,,125
126,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER115,[fol. 5v],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Burckarten von Wolmarshusen, von einer buchsen wegen, im die lassen zuvolgen.",,,,,,,,,,,,,,,,,,,,126
127,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER116,[fol. 5v],,,Nürnberg,,Brief,,"Item ein brief von Erasmo Munch mit einer eingeslossen werbzetteln, und dabey in unser cantzley werbend.",,1449 Mai 28,,,,,,,,,,,,,,,,,,127
128,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER117,[fol. 5v],,,Nürnberg,,Kredenz,,Item ein credentz von unserm hern hertzog Fridrich von Sachssen auf Wetzln von Grevendorf.,,,,,,,,,,,,,,,,,,,,128
129,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER118,[fol. 5v],,,Nürnberg,,Brief,,"Item ein brief von abt Johan von Walltsachsen, ymands, von der swern leufte wegen, zu im zu vertigen.",,,,,,,,,,,,,,,,,,,,129
130,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER119,[fol. 5v],,,Nürnberg,,Warnungsbrief,,Item ein warnungbrief von Windsheim.,,,,,,,,,,,,,,,,,,,,130
131,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER120,[fol. 5v],,,Nürnberg,,Warnungsbrief,,Item aber ein warnungbrief von P[eter] H[ennykin] an Erhart Schurstab.,,,,,,,,,,,,,,,,,,,,131
132,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,[fol. 6r],[fol. 6r],,,,,,,,,,,,,,,,,,,,,,,,,,,132
133,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER121,[fol. 6r],,,Nürnberg,,lateinische Bulle,,"Item ein lateinisch bullen von Venedig, von etlicher gestolner samat wegen, die hie verkauft sein sullen.",,,,,,,,,,,,,,,,,,,,133
134,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER122,[fol. 6r],,,Nürnberg,,Förderbrief,,"Item ein furderbrief von cardinali Sancti Angeli, dieselben samat anrurend.",,,,,,,,,,,,,,,,,,,,134
135,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER123,[fol. 6r],,,Nürnberg,,Antwort,,"Item ein antwurt von Jene Watzka, an Anth(on) Tallner lautend, von etlicher gewerbe wegen.",,,,,,,,,,,,,,,,,,,,135
136,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER124,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von bischof Ant(honien) von Bamberg, an Eberhard Zollner lautend, darinne er, Ant(onius) von Hertzogenawrach wegen, an in vordert.",,,,,,,,,,,,,,,,,,,,136
137,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER125,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von Jorgen Erlbecken, an Lienhart Mendel lautend, von notdurft wegen etlichs zeugs gen Berchtolsd(orf) etc.",,,,,,,,,,,,,,,,,,,,137
138,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER126,[fol. 6r],,,Nürnberg,,Kredenz,,Item ein credentz von unserm hern dem pfaltzgraven uf den Tutschen Meister und hern Ludwigen von Ast.,,,,,,,,,,,,,,,,,,,,138
139,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER127,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von hern Petern, bischof zu Augspurg, sich mitsampt unserm herren von Eystet her zu fugen.",,,,,,,,,,,,,,,,,,,,139
140,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER128,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von hern Herman Harris, ritter, und Contzen von Kouffungen, von unsers dienstes wegen.",,1449 Juni 5,1449 Juni 5 BB 20/47r (durchgestrichen); 1449 Juni 6 BB 20/48v.,,,,,,,,,,,,,,,,,140
141,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER129,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von Windsheim, von etlicher stuck wegen, die eynung antreffend, in unsern rat mitzuteiln.",,,Vgl. 1449 Juni 4 BB 20/49v.,,,,,,,,,,,,,,,,,141
142,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER130,[fol. 6r],,,Nürnberg,,Bittbrief,,Item ein betbrief von Fritzen Steckn hawbt(en?) zu Swertzenlo.,,,,,,,,,,,,,,,,,,,,142
143,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER131,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von unserm hern von Heydeck, an Ulman Hegnein lautend, von ic [100] gulden wegen etc.",,,,,,,,,,,,,,,,,,,,143
144,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER132,[fol. 6r],1449 Mai 12 ,,Nürnberg,,Antwort,,"Item aber ein antwurt von unserm hern von Bamberg, Peter Hallerin anrurend.",,1449 Mai 13,"1449 Mai 13 BB 20/42r-v. Steht zwischen zwei Stücken zu Mai 30, wohl falsch datiert.",,,,,,,,,,,,,,,,,144
145,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER133,[fol. 6r],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Margreten Pragerin, von ir schuldiger wegen, gen denselben umb lennger friste furtzuhalten.",,1449 Juni 5,,,,,,,,,,,,,,,,,,145
146,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER134,[fol. 6r],,,Nürnberg,,Bittbrief,,"Item ein betbrief, an Ulrichen Haller lautend, von Hannsen Volland, im geleit herein zu erwerben.",,1449 Juni 5,,,,,,,,,,,,,,,,,,146
147,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER135,[fol. 6r],,,Nürnberg,,Brief,,"Item ein brief von dem von Heydeck, bestellung des sloß anrurend.",,, Vgl. 1449 Juni 16 BB 20/56v.,,,,,,,,,,,,,,,,,147
148,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,[fol. 6v],[fol. 6v],,,,,,,,,,,,,,,,,,,,,,,,,,,148
149,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER136,[fol. 6v],,,Nürnberg,,lateinische Verkündigung,,"Item ein lateinisch verkundung von Jenf, von der vier meß wegen daselbst.",,,,,,,,,,,,,,,,,,,,149
150,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER137,[fol. 6v],,,Nürnberg,,Brief,,"Item aber ein brief von unserm hern von Wirtzpurg, Hannsen Volland anrurend.",,,,,,,,,,,,,,,,,,,,150
151,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER138,[fol. 6v],,,Nürnberg,,Brief,,Item ein brief von demselben Hannsen Volland in eodem facto.,,,,,,,,,,,,,,,,,,,,151
152,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER139,[fol. 6v],,,Nürnberg,,Brief,,"Item i brief von Ulrich Kragen an Paulus Grunthern, von etlicher notdurft wegen zu Heydeck.",,,,,,,,,,,,,,,,,,,,152
153,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER140,[fol. 6v],1449 Mai 10,,Nürnberg,,Brief,,"Item ein brief von Heinrich Halbeysen an Erharten Schurstab, von der richtung wegen zwischen dem haws von Osterr(eich) und der von Basel.",,,,,,,,,,,,,,,,,,,,153
154,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER141,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief von Peter Hennikin ad eundem, von der gewerb wegen in Doringen.",,,,,,,,,,,,,,,,,,,,154
155,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER142,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief von Jorgen Derrer, von seins abschids wegen zu Nordlingen etc.",,,,,,,,,,,,,,,,,,,,155
156,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER143,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief von Joß Smydder, uns zwen oder iiic [300] guter Sweytzer ze furn etc.",,,,,,,,,,,,,,,,,,,,156
157,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER144,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief von Heintzen von Olstet, umb unsern dienst werbend.",,1449 Juni 9,,,,,,,,,,,,,,,,,,157
158,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER145,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief ad idem, an Paulus Grunthern lautend.",,,,,,,,,,,,,,,,,,,,158
159,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER146,[fol. 6v],1449 Mai 8 ,,Nürnberg,,Antwort,,"Item ein antwurt von hertzog Wlodkoser, von unser kauflut nom wegen.",,,,,,,,,,,,,,,,,,,,159
160,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER147,[fol. 6v],1449 Mai 27,,Nürnberg,,Antwort,,"Item ein antwurt von Berchingen, von Stephan Windisch und Hannsen Bernawers wegen.",,,,,,,,,,,,,,,,,,,,160
161,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER148,[fol. 6v],,Vgl. 1449 Mai 9 BB 20/18v.,Nürnberg,,Antwort,,"Item ein antwurt von Basel, von unser rechtpott wegen etc.",,,,,,,,,,,,,,,,,,,,161
162,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER149,[fol. 6v],,,Nürnberg,,offener Brief,,"Item ein offen brief von unserm hern kunig, von Anna Koburgerin wegen.",,,,,,,,,,,,,,,,,,,,162
163,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER150,[fol. 6v],,,Nürnberg,,Bittbrief,,"Item ein betbrief von Jorgen von Wisenta, von Ulrich Reischers wegen, wirdt zu Pretfelde.",,1449 Juni 7,,,,,,,,,,,,,,,,,,163
164,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER151,[fol. 6v],,,Nürnberg,,Brief,,"Item ein brief von unserm hern von Wirtzpurg mit eingeslossen abschriften, so er und marggraf Albrecht gen einander getan haben.",,1449 Juni 7,,,,,,,,,,,,,,,,,,164
165,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,[fol. 7r],[fol. 7r],,,,,,,,,,,,,,,,,,,,,,,,,,,165
166,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER152,[fol. 7r],1449 Mai 28,,Nürnberg,,Antwort,,"Item ein antwurt von Erffurt, Peter Hennykin schatzung anrurend.",,,,,,,,,,,,,,,,,,,,166
167,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER153,[fol. 7r],1449 Juni 5,,Nürnberg,,Antwort,,"Item ein antwurt von Regenspurg, von doctor Lewbings wegen.",,,,,,,,,,,,,,,,,,,,167
168,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER154,[fol. 7r],,,Nürnberg,,Urteil,,Item ein urteil von Grindlach.,,,,,,,,,,,,,,,,,,,,168
169,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER155,[fol. 7r],,,Nürnberg,,Brief,,"Ein brief von Paulus von Streytperg, im geleit herein zu geben.",,1449 Juni 11,,,,,,,,,,,,,,,,,,169
170,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER156,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief vom pfaltzgraven, von seiner personlichen ankunft zum tag gen Bamberg.",,,,,,Burgermeister her Hanns Coler und her Franntz Rumel in cuius absen(tia) Hanns Grolant etc. feria quarta post Michaelis anno xlixo.,,,,,,,,,,,,,,170
171,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER157,[fol. 7r], 1449 Juni 5 ,,Nürnberg,,Brief,,"Item ein brief von unserm hern von Bamberg, darinn er uns geleite zuschr(eibt) zum tag zu Bamberg.",,, Vgl. 1449 Juni 13 BB 20/55r.,,,,,,,,,,,,,,,,,171
172,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER158,[fol. 7r], 1449 Juni 5 ,,Nürnberg,,Brief,,"Item ein brief vom capitel daselbst ad idem, und einer vom schultheiß und der stat daselbst ad idem.",,,,,,,,,,,,,,,,,,,,172
173,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER159,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief von Othmar Zwicken, an Berchtold Volkmer lautend, von seins diensts wegen.",,1449 Juni 16 ,Vgl. ebd. das Schreiben in dieser Sache an Berthold Volkmer 1449 Juni 16 BB 20/57r.,,,,,,,,,,,,,,,,,173
174,1449,5,Mai,14,Juni,11,1449 Mai 14|Juni 11,1449 Mai 14|Juni 11,BER160,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief von Dietzen Truchs(eß), amptman zu Sweinfurt, Engelharten von Exdorf anrurend, an denselben Berchtold Volkmer lautend.",,,,,,,,,,,,,,,,,,,,174
175,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,3. 1449 Juni 11 bis Juli 9,[fol. 7r],,,Nürnberg,,,,,,,,Burgermeister her Paulus Grunther und her Peter Mendel junior feria iiiia ante Corporis X [Christi] anno etc. xlixo.,,,,,,,,,,,,,,,,175
177,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER161,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief vom rate zu Vorcheim, von Alheit Rotlerin, ir burgerin, wegen etc.",,,,,,,,,,,,,,,,,,,,177
178,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER162,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief von hern Wilhelm von Rechtperg, von des castners wegen zur Newenstat, Hannsen Hofacker anrurend.",,,,,,,,,,,,,,,,,,,,178
179,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER163,[fol. 7r],,,Nürnberg,,Brief,,Item ein brief von der Newenstat in eadem causa.,,,,,,,,,,,,,,,,,,,,179
180,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER164,[fol. 7r],,,Nürnberg,,Brief,,"Item ein brief von Nordlingen, darinn sie sich entschuldigen, uns ir potschaft zum tag zu Bamberg zu leyhen.",,,,,,,,,,,,,,,,,,,,180
181,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER165,[fol. 7r],,Dieses? 1449 Juni 13 BB 20/54v. Nimmt Bezug auf ein erstes Anschreiben.,Nürnberg,,Brief,,"Item i brief von Jorgen Liechtnecker, von seiner hervordrung wegen.",,,,,,,,,,,,,,,,,,,,181
182,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,[fol. 7v],[fol. 7v],,,,,,,,,,,,,,,,,,,,,,,,,,,182
183,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER166,[fol. 7v],,,Nürnberg,,Bittbrief,,"Item i betbrief von Hannsen Kuchinmeister, begernde im etlichen zeug hinauß zuvolgen lassen.",,,,,,,,,,,,,,,,,,,,183
184,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER167,[fol. 7v],,,Nürnberg,,Warnungsbrief,,"Item ein warnungbrief von Eberhard Zollner, an Berchtold Volkmer lut(end).",,,,,,,,,,,,,,,,,,,,184
185,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER168,[fol. 7v],,,Nürnberg,,Dankbrief,,"Item ein dannkbrief von Eßlingen, von bestellung wegen etlichs zeugs.",,,,,,,,,,,,,,,,,,,,185
186,1449,6,Juni,11,Juli,9,1449 Juni 11|Juli 9,1449 Juni 11|Juli 9,BER169,[fol. 7v],,,Nürnberg,,Kredenz,,Item ein credentz von Basel uf Heinrichen Halbeysen.,,,,,,,,,,,,,,,,,,,,186
